"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"29.11.2023","1.989,94","1.999,51","1.999,94","1.979,73","","-0,26%"
"28.11.2023","1.995,17","1.999,07","2.001,39","1.971,02","","0,02%"
"27.11.2023","1.994,81","2.023,65","2.028,14","1.988,28","","-1,33%"
"24.11.2023","2.021,65","2.033,47","2.036,44","2.011,13","","-0,74%"
"23.11.2023","2.036,76","2.056,43","2.059,62","2.036,76","","-0,99%"
"22.11.2023","2.057,09","2.067,85","2.078,01","2.054,15","","-0,22%"
"21.11.2023","2.061,59","2.060,82","2.075,06","2.056,70","","0,12%"
"20.11.2023","2.059,05","2.047,60","2.071,48","2.045,46","","0,97%"
"17.11.2023","2.039,35","2.044,41","2.044,41","2.016,38","","-0,63%"
"16.11.2023","2.052,22","2.077,95","2.088,25","2.046,51","","-0,93%"
"15.11.2023","2.071,53","2.036,67","2.084,28","2.028,69","","1,57%"
"14.11.2023","2.039,43","2.083,46","2.085,98","2.031,40","","-2,02%"
"13.11.2023","2.081,54","2.053,64","2.087,83","2.051,21","","1,53%"
"10.11.2023","2.050,26","2.056,76","2.056,88","2.045,44","","-0,37%"
"09.11.2023","2.057,79","2.061,97","2.067,42","2.051,88","","0,58%"
"08.11.2023","2.045,89","2.038,65","2.052,63","2.033,92","","0,39%"
"07.11.2023","2.038,01","2.026,41","2.040,13","2.026,41","","0,67%"
"06.11.2023","2.024,43","2.016,76","2.030,90","2.012,18","","0,74%"
"03.11.2023","2.009,63","2.017,26","2.024,80","2.000,42","","-0,20%"
"02.11.2023","2.013,56","2.032,84","2.040,12","2.013,56","","-0,49%"
"01.11.2023","2.023,40","2.020,58","2.039,24","2.016,74","","-0,09%"
"31.10.2023","2.025,30","2.048,27","2.051,76","2.010,88","","-1,29%"
"30.10.2023","2.051,82","2.066,64","2.070,63","2.051,82","","-0,51%"
"27.10.2023","2.062,41","2.064,59","2.073,59","2.038,99","","-0,33%"
"26.10.2023","2.069,30","2.101,57","2.104,34","2.066,98","","-1,28%"
"25.10.2023","2.096,18","2.072,56","2.103,77","2.070,18","","1,47%"
"24.10.2023","2.065,87","2.052,52","2.072,78","2.043,02","","0,64%"
"23.10.2023","2.052,82","2.048,39","2.067,37","2.044,32","","0,46%"
"20.10.2023","2.043,34","2.039,20","2.043,40","2.025,68","","0,26%"
"19.10.2023","2.037,96","2.043,36","2.043,36","2.032,71","","-0,28%"
"18.10.2023","2.043,72","2.067,35","2.074,87","2.026,72","","-0,61%"
"17.10.2023","2.056,35","2.032,82","2.056,35","2.025,20","","1,43%"
"16.10.2023","2.027,41","2.018,24","2.035,30","2.017,46","","0,45%"
"13.10.2023","2.018,26","2.019,74","2.020,95","2.008,71","","0,22%"
"12.10.2023","2.013,83","2.000,71","2.034,45","1.992,43","","-0,41%"
"11.10.2023","2.022,09","2.025,41","2.027,24","2.015,90","","0,07%"
"10.10.2023","2.020,77","2.024,69","2.038,07","2.013,57","","0,06%"
"09.10.2023","2.019,64","1.998,13","2.026,56","1.998,13","","1,38%"
"06.10.2023","1.992,11","2.002,70","2.005,18","1.983,09","","-0,37%"
"05.10.2023","1.999,44","2.014,21","2.014,21","1.998,49","","-0,63%"
"04.10.2023","2.012,03","2.007,19","2.020,30","1.997,30","","0,46%"
"03.10.2023","2.002,90","2.014,64","2.014,64","1.989,42","","-0,64%"
"02.10.2023","2.015,72","2.034,70","2.051,66","2.014,97","","-0,84%"
"29.09.2023","2.032,83","2.048,90","2.052,36","2.028,78","","-0,66%"
"28.09.2023","2.046,42","2.044,73","2.056,56","2.037,16","","0,37%"
"27.09.2023","2.038,94","2.036,66","2.055,34","2.031,32","","0,52%"
"26.09.2023","2.028,38","2.012,86","2.031,29","2.001,73","","1,12%"
"25.09.2023","2.006,00","1.990,65","2.012,90","1.984,81","","0,83%"
"22.09.2023","1.989,54","1.973,05","1.999,31","1.963,32","","0,58%"
"21.09.2023","1.978,01","2.002,69","2.004,27","1.970,54","","-1,81%"
"20.09.2023","2.014,57","2.018,88","2.036,13","1.954,45","","-0,54%"
"19.09.2023","2.025,51","2.066,92","2.081,95","2.008,76","","-2,55%"
"18.09.2023","2.078,52","2.093,80","2.115,60","2.071,40","","-0,20%"
"15.09.2023","2.082,74","2.064,80","2.102,08","2.046,87","","0,77%"
"14.09.2023","2.066,81","2.088,35","2.112,37","1.999,32","","-1,74%"
"13.09.2023","2.103,38","2.138,91","2.142,39","2.093,49","","-1,14%"
"12.09.2023","2.127,53","2.089,90","2.135,27","2.089,90","","2,07%"
"11.09.2023","2.084,41","2.110,56","2.113,35","2.078,57","","-1,27%"
"08.09.2023","2.111,30","2.095,94","2.140,51","2.049,01","","1,02%"
"07.09.2023","2.090,01","2.159,44","2.191,26","2.037,73","","-3,13%"
"06.09.2023","2.157,59","2.163,25","2.188,66","2.136,93","","0,37%"
"05.09.2023","2.149,61","2.068,55","2.150,42","2.058,99","","4,47%"
"04.09.2023","2.057,69","2.008,82","2.066,34","2.004,89","","2,75%"
"01.09.2023","2.002,68","2.001,79","2.006,70","1.992,90","","0,18%"
"31.08.2023","1.999,08","2.003,87","2.018,22","1.990,26","","-0,04%"
"30.08.2023","1.999,96","1.987,05","2.050,65","1.985,77","","0,74%"
"29.08.2023","1.985,25","1.996,18","2.001,53","1.978,64","","-0,24%"
"28.08.2023","1.989,99","1.983,49","1.998,53","1.977,58","","0,73%"
"25.08.2023","1.975,62","1.977,33","1.980,12","1.965,77","","0,35%"
"24.08.2023","1.968,80","1.960,05","1.988,29","1.960,05","","-0,60%"
"23.08.2023","1.980,77","2.003,28","2.007,71","1.963,58","","-0,87%"
"22.08.2023","1.998,24","2.014,55","2.014,55","1.981,77","","-0,39%"
"21.08.2023","2.005,97","1.999,84","2.011,78","1.987,87","","1,63%"
"18.08.2023","1.973,77","1.947,92","1.974,66","1.935,89","","1,56%"
"17.08.2023","1.943,43","1.931,44","1.963,96","1.924,02","","1,10%"
"16.08.2023","1.922,26","1.971,15","1.987,60","1.900,56","","-2,33%"
"15.08.2023","1.968,16","1.903,57","2.032,10","1.903,57","","1,50%"
"14.08.2023","1.939,00","1.977,77","1.988,00","1.935,64","","-1,54%"
"11.08.2023","1.969,31","1.971,10","1.975,31","1.962,79","","0,04%"
"10.08.2023","1.968,46","1.966,66","1.981,12","1.958,23","","0,44%"
"09.08.2023","1.959,85","1.966,30","1.975,91","1.949,28","","0,12%"
"08.08.2023","1.957,48","1.960,43","1.962,04","1.935,75","","-0,28%"
"07.08.2023","1.963,00","1.970,14","1.995,18","1.958,31","","0,65%"
"04.08.2023","1.950,27","1.990,53","2.021,43","1.922,33","","-1,39%"
"03.08.2023","1.977,84","1.964,82","1.984,21","1.956,31","","1,52%"
"02.08.2023","1.948,24","1.955,11","1.955,30","1.941,60","","-0,43%"
"01.08.2023","1.956,63","1.958,16","1.967,40","1.937,48","","0,62%"
"31.07.2023","1.944,64","1.934,63","1.956,91","1.932,76","","1,03%"
"28.07.2023","1.924,88","1.918,78","1.945,53","1.917,43","","0,21%"
"27.07.2023","1.920,82","1.916,00","1.930,00","1.912,77","","0,26%"
"26.07.2023","1.915,76","1.927,60","1.934,76","1.909,87","","-0,05%"
"25.07.2023","1.916,79","1.920,37","1.932,58","1.914,00","","0,25%"
"24.07.2023","1.912,06","1.905,35","1.916,45","1.902,60","","0,80%"
"21.07.2023","1.896,82","1.889,33","1.900,16","1.884,22","","-0,60%"
"20.07.2023","1.908,29","1.934,99","1.936,05","1.901,94","","-1,10%"
"19.07.2023","1.929,46","1.929,32","1.941,42","1.919,19","","0,16%"
"18.07.2023","1.926,37","1.906,31","1.928,98","1.903,84","","0,90%"
"17.07.2023","1.909,19","1.901,99","1.912,13","1.900,08","","0,03%"
"14.07.2023","1.908,67","1.905,42","1.915,42","1.899,61","","0,34%"
"13.07.2023","1.902,23","1.915,63","1.919,41","1.882,79","","-0,48%"
"12.07.2023","1.911,46","1.901,75","1.911,46","1.899,34","","0,80%"
"11.07.2023","1.896,28","1.906,67","1.907,55","1.893,09","","-0,09%"
"10.07.2023","1.898,03","1.882,30","1.905,08","1.878,62","","0,87%"
"07.07.2023","1.881,60","1.877,57","1.885,00","1.871,19","","0,41%"
"06.07.2023","1.873,92","1.885,85","1.887,64","1.867,69","","0,24%"
"05.07.2023","1.869,47","1.866,14","1.880,04","1.861,96","","0,16%"
"04.07.2023","1.866,42","1.862,84","1.875,57","1.858,06","","-0,05%"
"03.07.2023","1.867,37","1.886,38","1.887,53","1.862,53","","-0,90%"
"30.06.2023","1.884,33","1.902,80","1.905,73","1.880,60","","-2,17%"
"29.06.2023","1.926,14","1.914,30","1.932,38","1.914,29","","0,56%"
"28.06.2023","1.915,42","1.941,26","1.941,26","1.907,16","","-4,83%"
"27.06.2023","2.012,60","2.004,29","2.015,77","1.994,92","","0,17%"
"26.06.2023","2.009,21","2.004,77","2.021,41","1.992,03","","-0,57%"
"23.06.2023","2.020,70","2.029,85","2.029,85","2.006,23","","-0,67%"
"22.06.2023","2.034,31","2.034,77","2.043,41","2.031,10","","0,12%"
"21.06.2023","2.031,82","2.024,18","2.048,07","2.021,91","","0,40%"
"20.06.2023","2.023,77","2.024,80","2.037,75","1.988,01","","0,42%"
"19.06.2023","2.015,31","2.012,52","2.030,23","2.007,69","","0,63%"
"16.06.2023","2.002,79","1.996,88","2.007,58","1.988,69","","0,59%"
"15.06.2023","1.990,96","1.966,46","1.999,89","1.965,22","","1,43%"
"14.06.2023","1.962,93","1.968,70","1.970,12","1.956,89","","0,03%"
"13.06.2023","1.962,37","1.967,77","1.977,38","1.957,19","","0,27%"
"09.06.2023","1.957,13","1.952,79","1.961,12","1.945,94","","0,74%"
"08.06.2023","1.942,76","1.940,87","1.946,83","1.933,98","","0,05%"
"07.06.2023","1.941,74","1.941,02","1.959,39","1.931,73","","0,24%"
"06.06.2023","1.937,00","1.967,85","1.967,85","1.914,06","","-1,74%"
"05.06.2023","1.971,39","1.991,88","2.010,80","1.963,14","","-0,08%"
"02.06.2023","1.972,91","1.920,95","1.981,50","1.918,66","","2,49%"
"01.06.2023","1.924,95","1.942,43","1.945,87","1.921,10","","-0,92%"
"31.05.2023","1.942,83","1.937,13","1.942,83","1.921,88","","0,18%"
"30.05.2023","1.939,39","1.933,71","1.967,68","1.927,57","","-0,21%"
"29.05.2023","1.943,39","1.914,39","1.952,97","1.914,39","","1,72%"
"26.05.2023","1.910,50","1.900,18","1.911,58","1.896,75","","0,68%"
"25.05.2023","1.897,63","1.909,39","1.909,39","1.885,60","","-0,34%"
"24.05.2023","1.904,03","1.894,09","1.908,93","1.893,85","","0,68%"
"23.05.2023","1.891,24","1.886,55","1.892,53","1.854,39","","0,33%"
"22.05.2023","1.885,02","1.930,96","1.930,96","1.875,31","","-2,01%"
"19.05.2023","1.923,61","1.908,75","1.933,82","1.902,78","","3,51%"
"18.05.2023","1.858,32","1.865,85","1.868,50","1.848,13","","0,49%"
"17.05.2023","1.849,35","1.836,58","1.853,23","1.826,48","","1,10%"
"16.05.2023","1.829,17","1.816,28","1.832,92","1.805,65","","1,51%"
"15.05.2023","1.801,93","1.771,76","1.812,59","1.767,32","","2,34%"
"12.05.2023","1.760,67","1.796,11","1.800,34","1.757,61","","-3,09%"
"11.05.2023","1.816,80","1.788,18","1.825,35","1.776,26","","3,39%"
"10.05.2023","1.757,25","1.719,68","1.773,36","1.715,41","","1,97%"
"08.05.2023","1.723,29","1.735,36","1.739,51","1.717,96","","-0,77%"
"05.05.2023","1.736,74","1.753,97","1.761,51","1.733,60","","-0,60%"
"04.05.2023","1.747,24","1.740,83","1.763,29","1.737,65","","0,15%"
"03.05.2023","1.744,55","1.765,14","1.772,70","1.732,54","","-1,04%"
"02.05.2023","1.762,95","1.794,34","1.803,34","1.734,71","","-1,66%"
"28.04.2023","1.792,69","1.799,03","1.811,11","1.781,06","","-0,43%"
"27.04.2023","1.800,49","1.802,11","1.803,07","1.785,83","","0,04%"
"26.04.2023","1.799,79","1.782,44","1.811,19","1.779,85","","1,19%"
"25.04.2023","1.778,70","1.781,35","1.781,35","1.771,25","","0,25%"
"24.04.2023","1.774,34","1.768,05","1.787,00","1.763,52","","0,16%"
"21.04.2023","1.771,58","1.773,71","1.777,98","1.766,29","","-0,12%"
"20.04.2023","1.773,63","1.771,91","1.785,32","1.742,16","","0,39%"
"19.04.2023","1.766,75","1.779,59","1.793,85","1.764,51","","-0,41%"
"18.04.2023","1.774,09","1.791,54","1.795,88","1.761,28","","-0,71%"
"17.04.2023","1.786,78","1.738,05","1.791,56","1.737,10","","3,21%"
"14.04.2023","1.731,16","1.725,63","1.735,05","1.724,14","","0,23%"
"13.04.2023","1.727,15","1.737,60","1.743,63","1.721,37","","-0,36%"
"12.04.2023","1.733,40","1.731,83","1.743,70","1.720,85","","0,12%"
"11.04.2023","1.731,27","1.764,37","1.769,92","1.712,80","","-1,57%"
"10.04.2023","1.758,91","1.726,73","1.769,93","1.724,44","","2,20%"
"07.04.2023","1.721,03","1.728,50","1.735,66","1.714,68","","-0,07%"
"06.04.2023","1.722,32","1.716,08","1.745,87","1.714,61","","0,72%"
"05.04.2023","1.709,97","1.703,03","1.717,79","1.689,30","","0,62%"
"04.04.2023","1.699,36","1.716,02","1.717,59","1.692,50","","-0,80%"
"03.04.2023","1.713,12","1.695,89","1.713,12","1.687,99","","1,84%"
"31.03.2023","1.682,10","1.696,17","1.696,17","1.672,34","","-0,69%"
"30.03.2023","1.693,75","1.688,79","1.700,51","1.683,71","","0,26%"
"29.03.2023","1.689,37","1.694,87","1.698,67","1.685,13","","-0,07%"
"28.03.2023","1.690,62","1.705,65","1.709,70","1.684,91","","-0,49%"
"27.03.2023","1.698,98","1.681,76","1.700,53","1.680,96","","1,59%"
"24.03.2023","1.672,37","1.675,71","1.682,69","1.669,77","","-0,31%"
"23.03.2023","1.677,52","1.676,55","1.685,57","1.669,88","","-0,13%"
"22.03.2023","1.679,63","1.664,20","1.692,28","1.661,72","","0,81%"
"21.03.2023","1.666,09","1.672,26","1.677,90","1.656,59","","0,04%"
"20.03.2023","1.665,36","1.656,98","1.671,01","1.647,11","","0,82%"
"17.03.2023","1.651,89","1.651,79","1.656,26","1.633,98","","0,50%"
"16.03.2023","1.643,65","1.661,65","1.668,82","1.632,68","","-1,37%"
"15.03.2023","1.666,42","1.693,45","1.696,44","1.660,40","","-1,64%"
"14.03.2023","1.694,29","1.679,47","1.698,07","1.678,53","","0,57%"
"13.03.2023","1.684,66","1.695,13","1.695,76","1.669,61","","-0,46%"
"10.03.2023","1.692,43","1.685,58","1.695,42","1.680,42","","0,15%"
"09.03.2023","1.689,82","1.694,57","1.698,65","1.687,13","","-0,57%"
"07.03.2023","1.699,45","1.702,10","1.702,56","1.689,08","","0,07%"
"06.03.2023","1.698,26","1.706,75","1.708,23","1.694,30","","-0,42%"
"03.03.2023","1.705,38","1.669,83","1.705,38","1.669,83","","1,93%"
"02.03.2023","1.673,07","1.694,68","1.697,10","1.660,62","","-1,16%"
"01.03.2023","1.692,74","1.703,29","1.705,43","1.685,46","","-0,33%"
"28.02.2023","1.698,29","1.672,36","1.698,29","1.668,34","","1,87%"
"27.02.2023","1.667,04","1.635,50","1.673,49","1.628,48","","1,09%"
"24.02.2023","1.649,04","1.646,17","1.653,41","1.636,40","","-0,33%"
"22.02.2023","1.654,51","1.650,64","1.654,75","1.634,00","","0,48%"
"21.02.2023","1.646,62","1.623,65","1.655,23","1.623,52","","1,42%"
"20.02.2023","1.623,64","1.638,67","1.639,17","1.600,62","","-0,76%"
"17.02.2023","1.636,02","1.623,11","1.644,00","1.609,83","","0,02%"
"16.02.2023","1.635,62","1.611,57","1.636,01","1.603,07","","1,35%"
"15.02.2023","1.613,79","1.648,65","1.648,65","1.613,12","","-3,25%"
"14.02.2023","1.668,04","1.697,14","1.699,51","1.659,23","","-1,90%"
"13.02.2023","1.700,28","1.682,25","1.706,63","1.682,25","","0,84%"
"10.02.2023","1.686,05","1.678,37","1.694,47","1.667,03","","-0,46%"
"09.02.2023","1.693,83","1.722,26","1.728,27","1.677,66","","-1,53%"
"08.02.2023","1.720,12","1.727,83","1.744,58","1.714,64","","-0,11%"
"07.02.2023","1.722,05","1.699,96","1.724,57","1.698,75","","1,43%"
"06.02.2023","1.697,80","1.663,47","1.699,95","1.661,36","","1,66%"
"03.02.2023","1.670,02","1.670,61","1.674,60","1.649,61","","-0,60%"
"02.02.2023","1.680,18","1.653,69","1.681,55","1.636,75","","1,64%"
"01.02.2023","1.653,09","1.637,85","1.654,04","1.631,60","","1,12%"
"31.01.2023","1.634,81","1.619,26","1.637,56","1.612,81","","1,03%"
"30.01.2023","1.618,19","1.597,95","1.618,19","1.597,95","","2,21%"
"27.01.2023","1.583,24","1.580,09","1.586,46","1.577,11","","0,51%"
"26.01.2023","1.575,27","1.580,45","1.583,50","1.569,88","","-0,18%"
"25.01.2023","1.578,04","1.570,56","1.578,04","1.564,35","","0,19%"
"24.01.2023","1.575,07","1.581,79","1.581,79","1.573,02","","-0,19%"
"23.01.2023","1.578,11","1.578,98","1.583,95","1.571,40","","0,15%"
"20.01.2023","1.575,70","1.557,90","1.575,70","1.551,83","","0,94%"
"19.01.2023","1.561,01","1.563,53","1.573,16","1.551,16","","-0,77%"
"18.01.2023","1.573,16","1.573,32","1.578,37","1.563,85","","-0,42%"
"17.01.2023","1.579,74","1.594,46","1.594,46","1.579,72","","-0,61%"
"16.01.2023","1.589,47","1.567,45","1.589,96","1.567,45","","1,09%"
"13.01.2023","1.572,38","1.572,68","1.574,90","1.567,65","","0,06%"
"12.01.2023","1.571,43","1.574,92","1.577,12","1.569,39","","-0,28%"
"11.01.2023","1.575,82","1.558,64","1.578,30","1.557,59","","0,84%"
"10.01.2023","1.562,75","1.567,38","1.567,38","1.548,95","","0,13%"
"09.01.2023","1.560,78","1.555,18","1.571,38","1.548,93","","0,59%"
"06.01.2023","1.551,66","1.551,71","1.554,66","1.550,32","","-0,14%"
"05.01.2023","1.553,90","1.555,94","1.556,48","1.546,37","","0,06%"
"04.01.2023","1.553,04","1.548,25","1.554,29","1.543,28","","-0,02%"
"03.01.2023","1.553,30","1.555,63","1.556,59","1.548,57","","0,23%"
"30.12.2022","1.549,73","1.543,50","1.551,56","1.536,38","","0,19%"
"29.12.2022","1.546,85","1.527,14","1.548,01","1.524,20","","1,01%"
"28.12.2022","1.531,45","1.525,64","1.532,23","1.518,21","","0,44%"
"27.12.2022","1.524,78","1.515,31","1.525,69","1.512,64","","0,74%"
"26.12.2022","1.513,52","1.499,39","1.521,88","1.493,59","","0,66%"
"23.12.2022","1.503,56","1.501,46","1.505,59","1.488,06","","0,26%"
"22.12.2022","1.499,71","1.494,51","1.504,92","1.489,75","","1,10%"
"21.12.2022","1.483,35","1.499,27","1.510,85","1.481,09","","-0,79%"
"20.12.2022","1.495,15","1.483,36","1.495,15","1.480,11","","0,48%"
"19.12.2022","1.487,99","1.494,87","1.497,82","1.466,09","","-0,69%"
"16.12.2022","1.498,35","1.473,66","1.505,50","1.472,76","","1,32%"
"15.12.2022","1.478,83","1.499,52","1.502,78","1.469,23","","-1,47%"
"14.12.2022","1.500,95","1.518,76","1.518,93","1.493,78","","-1,27%"
"13.12.2022","1.520,21","1.529,46","1.531,98","1.515,03","","-0,88%"
"12.12.2022","1.533,74","1.541,29","1.544,56","1.526,05","","-0,70%"
"09.12.2022","1.544,50","1.539,24","1.549,31","1.536,72","","0,06%"
"08.12.2022","1.543,53","1.542,61","1.545,14","1.535,70","","0,04%"
"07.12.2022","1.542,97","1.538,30","1.543,50","1.535,60","","-0,24%"
"06.12.2022","1.546,66","1.544,06","1.546,66","1.535,58","","-0,08%"
"05.12.2022","1.547,84","1.543,91","1.552,46","1.535,40","","0,06%"
"02.12.2022","1.546,92","1.552,17","1.553,25","1.539,67","","-0,52%"
"01.12.2022","1.554,99","1.562,16","1.564,31","1.550,94","","-0,07%"
"30.11.2022","1.556,09","1.560,89","1.566,68","1.547,21","","-0,68%"
"29.11.2022","1.566,77","1.552,39","1.566,77","1.547,89","","0,55%"
"28.11.2022","1.558,17","1.550,94","1.558,17","1.539,22","","-0,17%"
"25.11.2022","1.560,89","1.548,00","1.566,58","1.545,96","","0,90%"
"24.11.2022","1.546,92","1.542,17","1.560,62","1.541,46","","0,08%"
"23.11.2022","1.545,68","1.520,23","1.549,32","1.509,90","","1,88%"
"22.11.2022","1.517,14","1.518,95","1.518,95","1.510,26","","0,06%"
"21.11.2022","1.516,26","1.529,09","1.529,49","1.512,67","","-1,03%"
"18.11.2022","1.531,99","1.542,27","1.543,88","1.521,28","","-0,80%"
"17.11.2022","1.544,37","1.551,96","1.557,75","1.539,93","","-0,79%"
"16.11.2022","1.556,59","1.543,01","1.572,97","1.533,31","","-0,31%"
"15.11.2022","1.561,39","1.557,06","1.569,21","1.529,75","","0,49%"
"14.11.2022","1.553,85","1.561,37","1.569,03","1.548,77","","-0,07%"
"11.11.2022","1.554,99","1.526,74","1.558,23","1.516,84","","2,02%"
"10.11.2022","1.524,25","1.500,71","1.524,37","1.498,57","","1,67%"
"09.11.2022","1.499,26","1.533,53","1.539,44","1.498,69","","-2,54%"
"08.11.2022","1.538,29","1.524,62","1.542,96","1.515,23","","0,69%"
"07.11.2022","1.527,72","1.500,40","1.527,99","1.497,47","","2,25%"
"03.11.2022","1.494,17","1.487,89","1.496,51","1.481,12","","-0,97%"
"02.11.2022","1.508,87","1.515,63","1.518,83","1.505,15","","-0,21%"
"01.11.2022","1.512,07","1.513,76","1.526,82","1.510,51","","0,04%"
"31.10.2022","1.511,44","1.508,86","1.526,15","1.505,57","","0,16%"
"28.10.2022","1.509,08","1.490,12","1.509,08","1.477,29","","0,55%"
"27.10.2022","1.500,90","1.480,27","1.500,90","1.474,97","","2,02%"
"26.10.2022","1.471,12","1.481,37","1.482,64","1.465,91","","-0,32%"
"25.10.2022","1.475,85","1.456,51","1.481,96","1.454,77","","1,22%"
"24.10.2022","1.458,10","1.462,87","1.471,67","1.451,12","","0,17%"
"21.10.2022","1.455,69","1.450,48","1.459,67","1.434,86","","0,00%"
"20.10.2022","1.455,76","1.449,35","1.483,98","1.446,87","","0,87%"
"19.10.2022","1.443,17","1.426,09","1.453,66","1.421,74","","-0,16%"
"18.10.2022","1.445,43","1.473,05","1.474,21","1.443,39","","-1,20%"
"17.10.2022","1.463,03","1.415,09","1.464,24","1.403,26","","4,08%"
"14.10.2022","1.405,64","1.389,43","1.416,87","1.386,64","","1,85%"
"13.10.2022","1.380,06","1.381,82","1.390,87","1.365,62","","0,33%"
"12.10.2022","1.375,46","1.409,37","1.413,46","1.371,33","","-2,23%"
"11.10.2022","1.406,85","1.367,27","1.419,32","1.360,95","","4,00%"
"10.10.2022","1.352,69","1.306,90","1.374,44","1.304,37","","-1,04%"
"07.10.2022","1.366,85","1.379,69","1.402,32","1.365,34","","-3,41%"
"06.10.2022","1.415,17","1.407,16","1.420,52","1.403,03","","0,26%"
"05.10.2022","1.411,53","1.378,44","1.412,16","1.365,50","","2,01%"
"04.10.2022","1.383,69","1.360,21","1.396,21","1.334,41","","2,40%"
"03.10.2022","1.351,23","1.314,82","1.354,71","1.310,07","","5,28%"
"30.09.2022","1.283,52","1.274,10","1.320,52","1.237,34","","1,73%"
"29.09.2022","1.261,74","1.281,07","1.288,17","1.247,32","","-0,89%"
"28.09.2022","1.273,04","1.284,58","1.307,99","1.259,45","","-0,39%"
"27.09.2022","1.278,03","1.302,18","1.326,61","1.241,29","","-1,61%"
"26.09.2022","1.298,88","1.346,15","1.347,73","1.257,30","","-4,33%"
"23.09.2022","1.357,69","1.445,50","1.445,50","1.344,74","","-5,84%"
"22.09.2022","1.441,96","1.444,36","1.484,42","1.434,89","","-1,41%"
"21.09.2022","1.462,59","1.433,04","1.469,22","1.367,58","","-2,27%"
"20.09.2022","1.496,63","1.577,00","1.581,06","1.495,65","","-4,96%"
"19.09.2022","1.574,74","1.579,88","1.583,80","1.574,25","","-0,34%"
"16.09.2022","1.580,06","1.593,91","1.593,91","1.578,63","","-1,10%"
"15.09.2022","1.597,70","1.591,52","1.601,88","1.584,42","","0,48%"
"14.09.2022","1.590,06","1.589,74","1.592,98","1.577,85","","0,03%"
"13.09.2022","1.589,56","1.608,46","1.612,85","1.588,97","","-0,86%"
"12.09.2022","1.603,39","1.588,37","1.616,65","1.587,71","","0,86%"
"09.09.2022","1.589,75","1.589,82","1.601,80","1.586,13","","0,02%"
"08.09.2022","1.589,41","1.586,68","1.602,07","1.582,97","","0,25%"
"07.09.2022","1.585,46","1.601,75","1.601,75","1.583,12","","-0,93%"
"06.09.2022","1.600,40","1.624,85","1.637,96","1.597,75","","-1,97%"
"05.09.2022","1.632,52","1.608,53","1.634,62","1.607,91","","1,66%"
"02.09.2022","1.605,91","1.608,36","1.623,86","1.587,52","","-0,11%"
"01.09.2022","1.607,60","1.587,97","1.611,09","1.586,38","","1,53%"
"31.08.2022","1.583,32","1.592,44","1.606,24","1.582,76","","-0,91%"
"30.08.2022","1.597,92","1.615,31","1.623,35","1.596,81","","-0,80%"
"29.08.2022","1.610,77","1.598,37","1.620,47","1.590,42","","0,66%"
"26.08.2022","1.600,28","1.578,18","1.600,28","1.568,10","","1,40%"
"25.08.2022","1.578,23","1.559,74","1.580,63","1.553,45","","1,42%"
"24.08.2022","1.556,15","1.578,50","1.582,28","1.548,05","","-1,45%"
"23.08.2022","1.578,97","1.595,28","1.595,42","1.576,68","","-0,69%"
"22.08.2022","1.589,99","1.592,84","1.597,47","1.585,07","","-0,45%"
"19.08.2022","1.597,12","1.595,06","1.598,14","1.579,66","","-0,70%"
"18.08.2022","1.608,33","1.625,30","1.635,76","1.593,97","","-0,87%"
"17.08.2022","1.622,49","1.640,01","1.649,89","1.618,62","","-1,05%"
"16.08.2022","1.639,71","1.636,30","1.643,48","1.625,06","","0,45%"
"15.08.2022","1.632,31","1.632,94","1.647,58","1.616,21","","0,20%"
"12.08.2022","1.629,08","1.621,56","1.638,32","1.612,80","","0,16%"
"11.08.2022","1.626,49","1.648,18","1.652,93","1.625,83","","-1,10%"
"10.08.2022","1.644,58","1.636,79","1.650,97","1.628,35","","0,63%"
"09.08.2022","1.634,23","1.631,33","1.635,20","1.612,80","","0,34%"
"08.08.2022","1.628,68","1.610,92","1.640,21","1.608,81","","2,44%"
"05.08.2022","1.589,84","1.634,00","1.636,60","1.583,27","","-3,05%"
"04.08.2022","1.639,92","1.621,45","1.646,22","1.617,38","","1,24%"
"03.08.2022","1.619,84","1.596,04","1.626,48","1.591,59","","1,56%"
"02.08.2022","1.595,02","1.591,73","1.600,95","1.587,36","","-0,54%"
"01.08.2022","1.603,64","1.617,50","1.617,50","1.588,05","","-0,82%"
"29.07.2022","1.616,95","1.617,71","1.623,86","1.602,63","","0,19%"
"28.07.2022","1.613,86","1.576,47","1.614,89","1.576,47","","2,40%"
"27.07.2022","1.576,02","1.570,40","1.586,71","1.556,50","","0,63%"
"26.07.2022","1.566,12","1.557,92","1.566,12","1.553,54","","0,88%"
"25.07.2022","1.552,45","1.551,27","1.558,92","1.543,26","","0,25%"
"22.07.2022","1.548,51","1.540,74","1.558,16","1.540,74","","0,51%"
"21.07.2022","1.540,64","1.563,18","1.565,32","1.526,41","","-1,37%"
"20.07.2022","1.562,04","1.556,47","1.570,90","1.550,64","","0,56%"
"19.07.2022","1.553,37","1.573,47","1.573,47","1.546,45","","-3,14%"
"18.07.2022","1.603,77","1.609,97","1.618,72","1.574,28","","-0,11%"
"15.07.2022","1.605,59","1.556,65","1.618,37","1.541,50","","2,95%"
"14.07.2022","1.559,64","1.582,63","1.591,80","1.556,43","","-1,65%"
"13.07.2022","1.585,74","1.616,15","1.616,15","1.577,24","","-1,51%"
